RMID	FirstName	LastName	Address	Latitude	Longitude	City	State	Zip	LandlinePhoneNumber	CellPhone	BirthDate	MaritalStatus	HirePrediction	HomePurchaseYear	HomeYearBuilt	HomeEstCurrentValue	HouseholdNetWorth	RoofMaterial	LastStormDamage	HomeSize
01851	Patricia	Taylor	722 Spruce Road	33.4466	-112.0336	Garfield	AZ	85002	919-492-1736	919-458-8491	1967-04-26	Widowed	Likely	2018	2004	$472,136	$1,047,690	Unknown	2023-01-22	2084
01852	Elizabeth	Miller	315 Birch Street	35.0141	-106.5505	Nob Hill	NM	87002	919-315-2141	919-388-8408	1989-07-06	Widowed	Less Likely	2019	2007	$462,442	$525,813	Composition Shingle	2024-08-24	2431
01853	Michael	Taylor	746 Spruce Drive	37.1586	-113.4601	Historic District	UT	84790	919-345-3594	919-136-1745	1963-11-10	Single	Very Likely	2020	2019	$414,725	$483,438	Metal	2024-09-28	2035
01854	John	Brown	698 Cedar Circle	33.4879	-112.0768	Garfield	AZ	85002	919-240-3280	919-936-1672	1981-02-20	Divorced	Less Likely	2020	2008	$436,250	$718,196	Metal	2023-01-29	2273
01855	David	Wilson	101 Hickory Way	37.1503	-113.4731	Sunset	UT	84791	919-802-2925	919-413-2674	1986-08-26	Widowed	Likely	2016	1998	$391,627	$586,926	Metal	2023-06-29	1845
01856	Robert	Wilson	480 Elm Road	33.4343	-112.0755	Government District	AZ	85001	919-171-3625	919-236-7759	1989-06-08	Married	Less Likely	2015	2017	$382,938	$504,770	Metal	2023-09-20	1972
01857	Jennifer	Martinez	170 Walnut Circle	35.0887	-106.5854	Central Albuquerque	NM	87002	919-708-7367	919-313-4244	1978-09-24	Divorced	Unlikely	2008	1997	$427,523	$1,122,327	Tile	2023-12-31	2039
01858	Patricia	Wilson	723 Oak Road	33.4201	-112.0151	Government District	AZ	85001	919-474-5429	919-860-8234	1981-01-14	Single	Unlikely	2016	1995	$494,405	$538,141	Metal	2024-05-31	2213
01859	Patricia	Davis	455 Birch Road	33.4824	-112.0128	Roosevelt	AZ	85002	919-225-7518	919-349-8969	1988-05-16	Widowed	Possible	2014	2013	$474,091	$495,083	Tile	2024-05-16	2594
01860	Elizabeth	Brown	682 Birch Circle	37.1290	-113.4233	Historic District	UT	84790	919-774-6445	919-298-1013	1968-09-05	Divorced	Unlikely	2016	2000	$506,514	$677,731	Metal	2023-08-14	2091
01861	Patricia	Davis	335 Elm Street	35.0241	-106.5032	Central Albuquerque	NM	87002	919-762-7789	919-252-6142	1979-04-06	Single	Unlikely	2016	1997	$482,745	$667,046	Tile	2024-11-28	2763
01862	Mary	Martinez	554 Birch Avenue	35.0262	-106.5576	University Area	NM	87002	919-123-2748	919-363-7795	1985-12-14	Married	Less Likely	2017	2003	$507,038	$1,030,713	Tile	2023-06-28	2272
01863	Mary	Johnson	198 Birch Road	33.4753	-112.0986	Central Business District	AZ	85001	919-970-4050	919-915-4287	1984-07-28	Widowed	Likely	2018	2002	$465,610	$882,737	Unknown	2023-10-12	2705
01864	John	Martinez	584 Spruce Drive	33.4152	-112.0195	Historic District	AZ	85003	919-791-3522	919-255-6370	1984-06-18	Divorced	Less Likely	2016	1991	$378,529	$378,920	Unknown	2024-04-19	2282
01865	William	Wilson	526 Walnut Drive	33.4756	-112.0511	Downtown Phoenix	AZ	85001	919-354-1257	919-116-3517	1962-07-01	Single	Very Likely	2018	2009	$369,313	$1,014,157	Unknown	2024-03-25	2245
01866	Patricia	Brown	310 Birch Road	35.0970	-106.5632	Old Town	NM	87001	919-758-2542	919-817-3298	1978-05-04	Married	Very Likely	2018	2004	$489,737	$330,377	Composition Shingle	2024-01-11	2225
01867	David	Johnson	157 Walnut Lane	37.1549	-113.4478	Historic District	UT	84790	919-965-5928	919-777-8335	1990-04-30	Divorced	Less Likely	2014	1992	$459,205	$402,195	Unknown	2024-09-22	2470
01868	Elizabeth	Wilson	857 Cedar Lane	35.0447	-106.5165	Historic District	NM	87001	919-878-2295	919-299-8472	1982-07-26	Divorced	Possible	2016	1994	$359,108	$955,715	Metal	2023-10-05	2175
01869	Elizabeth	Johnson	461 Poplar Lane	37.1326	-113.4365	St. George	UT	84791	919-270-9275	919-382-6908	1985-08-09	Widowed	Very Likely	2014	2006	$425,678	$1,053,633	Composition Shingle	2023-10-23	2542
01870	Robert	Taylor	886 Walnut Court	33.4012	-112.0741	Central Business District	AZ	85001	919-978-4032	919-768-4736	1985-04-16	Divorced	Likely	2009	1995	$422,926	$919,167	Tile	2023-06-30	2412
01871	David	Davis	976 Elm Way	35.0561	-106.5807	Old Town	NM	87001	919-485-4614	919-423-5919	1983-07-11	Married	Possible	2014	2010	$500,599	$686,083	Metal	2024-11-14	2580
01872	Patricia	Smith	199 Maple Way	37.1661	-113.4861	St. George	UT	84791	919-533-1872	919-736-2744	1985-11-15	Married	Likely	2008	1993	$356,959	$1,093,716	Unknown	2023-01-20	2559
01873	Patricia	Smith	117 Oak Court	35.0514	-106.5771	Nob Hill	NM	87002	919-936-7011	919-826-1843	1963-01-23	Married	Less Likely	2020	2015	$500,790	$345,355	Unknown	2023-08-16	2076
01874	Patricia	Brown	291 Elm Court	33.4585	-112.0723	Garfield	AZ	85002	919-402-9845	919-659-7254	1975-01-09	Single	Possible	2019	2015	$499,502	$578,869	Tile	2024-01-04	1831
01875	John	Miller	485 Cedar Way	33.4027	-112.0139	Arts District	AZ	85003	919-463-5640	919-606-6725	1984-02-10	Widowed	Likely	2016	2006	$443,531	$346,657	Composition Shingle	2024-08-10	2393
01876	Mary	Williams	946 Cedar Circle	37.1771	-113.4810	Sunset	UT	84791	919-596-3655	919-778-1878	1964-04-30	Married	Likely	2014	2010	$359,165	$421,582	Metal	2023-06-05	1973
01877	William	Miller	409 Walnut Court	33.4579	-112.0473	Central Business District	AZ	85001	919-972-8405	919-210-4769	1960-01-21	Married	Possible	2020	1997	$507,875	$745,667	Unknown	2023-01-16	2361
01878	David	Johnson	610 Birch Court	35.0167	-106.5310	Old Town	NM	87001	919-484-4472	919-175-4371	1972-04-13	Divorced	Very Likely	2017	1995	$463,472	$910,744	Composition Shingle	2024-07-12	1965
01879	Robert	Davis	479 Elm Drive	35.0355	-106.5930	Central Albuquerque	NM	87002	919-337-3691	919-474-2826	1982-10-14	Married	Very Likely	2009	1998	$413,348	$761,194	Composition Shingle	2023-07-11	1836
01880	Patricia	Taylor	363 Hickory Avenue	35.0773	-106.5733	University Area	NM	87002	919-620-9257	919-147-5802	1980-06-22	Married	Very Likely	2019	1991	$389,787	$779,233	Composition Shingle	2024-06-27	1837
01881	Jennifer	Smith	412 Spruce Drive	35.0931	-106.5149	Nob Hill	NM	87002	919-826-1973	919-333-6925	1977-01-09	Single	Likely	2017	2019	$444,046	$449,000	Metal	2024-02-01	2211
01882	Patricia	Taylor	970 Hickory Way	37.1788	-113.4586	Historic District	UT	84790	919-818-6278	919-684-1852	1979-08-18	Married	Possible	2012	1992	$385,058	$349,596	Composition Shingle	2024-07-02	2118
01883	William	Martinez	508 Birch Way	33.4534	-112.0664	Arts District	AZ	85003	919-225-8902	919-683-6573	1973-03-23	Divorced	Possible	2016	2019	$488,407	$311,883	Unknown	2024-02-24	2713
01884	David	Taylor	575 Hickory Circle	33.4863	-112.0426	Garfield	AZ	85002	919-706-2489	919-823-9609	1974-03-03	Single	Very Likely	2013	2007	$497,883	$705,930	Composition Shingle	2023-03-03	2212
01885	Michael	Davis	981 Walnut Lane	33.4274	-112.0454	Arts District	AZ	85003	919-175-1318	919-478-5929	1963-07-16	Single	Very Likely	2016	2013	$402,272	$550,956	Metal	2024-10-24	2792
01886	William	Taylor	640 Oak Lane	35.0927	-106.5372	Old Town	NM	87001	919-558-3983	919-611-3012	1963-01-08	Divorced	Less Likely	2018	2003	$498,199	$604,377	Metal	2024-01-16	2707
01887	David	Taylor	644 Hickory Circle	33.4086	-112.0999	Government District	AZ	85001	919-370-2057	919-567-6701	1974-06-16	Single	Likely	2011	2018	$387,559	$508,674	Unknown	2024-09-23	2223
01888	Michael	Smith	908 Hickory Road	33.4083	-112.0461	Downtown Phoenix	AZ	85001	919-981-2039	919-760-2522	1982-10-04	Widowed	Very Likely	2018	2015	$442,805	$344,666	Composition Shingle	2024-02-12	2214
01889	William	Johnson	921 Poplar Road	33.4094	-112.0049	Roosevelt	AZ	85002	919-613-1897	919-379-7910	1960-05-26	Single	Less Likely	2008	2009	$408,849	$546,605	Metal	2024-11-12	1984
01890	Mary	Williams	855 Oak Court	37.1673	-113.4188	Dixie Downs	UT	84791	919-132-4142	919-945-5230	1979-05-11	Married	Unlikely	2018	1998	$514,870	$997,424	Metal	2024-01-27	1984
01891	Robert	Martinez	471 Poplar Drive	35.0754	-106.5795	Nob Hill	NM	87002	919-893-7868	919-922-2120	1979-01-14	Divorced	Very Likely	2015	2013	$492,636	$867,809	Unknown	2023-03-07	2318
01892	Robert	Davis	770 Spruce Court	33.4858	-112.0874	Central City	AZ	85003	919-428-6134	919-994-2666	1987-06-12	Married	Likely	2013	2011	$501,600	$321,473	Composition Shingle	2024-06-08	1828
01893	Mary	Williams	725 Walnut Street	33.4957	-112.0169	Central Business District	AZ	85001	919-928-9060	919-183-2508	1987-09-17	Single	Less Likely	2016	1992	$429,493	$828,748	Unknown	2023-02-27	1910
01894	John	Davis	299 Spruce Avenue	37.1187	-113.4668	Dixie Downs	UT	84791	919-874-2204	919-998-3549	1985-03-30	Widowed	Less Likely	2014	2014	$381,259	$1,195,844	Tile	2024-03-03	1873
01895	Robert	Smith	125 Hickory Avenue	33.4957	-112.0655	Arts District	AZ	85003	919-936-6029	919-457-1102	1971-01-10	Widowed	Possible	2019	2000	$487,782	$940,140	Metal	2024-04-17	2014
01896	Robert	Taylor	184 Poplar Court	37.1011	-113.4036	Downtown	UT	84790	919-497-6721	919-810-1499	1967-07-04	Divorced	Less Likely	2014	1999	$480,649	$798,684	Unknown	2023-04-11	2112
01897	Michael	Anderson	836 Elm Circle	33.4425	-112.0964	Central City	AZ	85003	919-253-3045	919-639-2352	1977-01-13	Divorced	Less Likely	2017	1996	$502,600	$996,534	Metal	2024-08-28	1841
01898	Jennifer	Brown	218 Pine Avenue	33.4871	-112.0542	Roosevelt	AZ	85002	919-474-4925	919-337-9294	1964-05-18	Married	Possible	2010	2020	$436,073	$636,611	Composition Shingle	2023-09-19	2567
01899	Susan	Taylor	436 Spruce Court	33.4441	-112.0641	Arts District	AZ	85003	919-723-4105	919-188-7107	1978-02-12	Single	Likely	2011	2009	$354,594	$335,042	Composition Shingle	2023-10-08	1841
01900	Jennifer	Miller	821 Poplar Road	33.4356	-112.0415	Downtown Phoenix	AZ	85001	919-490-2551	919-562-2249	1977-10-09	Married	Very Likely	2010	2019	$459,946	$800,470	Composition Shingle	2023-09-15	1848
01901	William	Brown	878 Walnut Circle	33.4539	-112.0529	Central Business District	AZ	85001	919-252-5503	919-226-3482	1977-09-24	Married	Possible	2014	2015	$500,933	$837,309	Tile	2024-01-25	1876
01902	Mary	Wilson	810 Pine Road	33.4460	-112.0480	Central Phoenix	AZ	85002	919-911-3324	919-640-4792	1990-03-11	Married	Possible	2009	2007	$515,274	$1,184,305	Metal	2023-05-09	2327
01903	Patricia	Miller	813 Pine Avenue	33.4238	-112.0191	Historic District	AZ	85003	919-564-1870	919-572-7452	1969-05-21	Widowed	Likely	2018	1995	$350,083	$426,820	Tile	2023-04-06	2736
01904	David	Miller	630 Pine Court	37.1453	-113.4998	Dixie Downs	UT	84791	919-901-1256	919-555-1831	1978-03-11	Widowed	Likely	2011	2015	$378,576	$433,532	Metal	2024-06-06	1862
01905	David	Miller	791 Poplar Court	35.0772	-106.5041	Central Albuquerque	NM	87002	919-461-9886	919-937-7827	1989-09-30	Widowed	Very Likely	2016	2005	$490,847	$578,981	Composition Shingle	2023-07-13	2413
01906	Mary	Miller	698 Oak Street	33.4710	-112.0897	Government District	AZ	85001	919-903-6248	919-122-2533	1987-08-20	Married	Unlikely	2016	1991	$370,403	$427,505	Unknown	2023-07-04	2691
01907	William	Williams	196 Birch Street	33.4347	-112.0863	Central Business District	AZ	85001	919-211-1871	919-217-7451	1978-04-23	Divorced	Very Likely	2012	2018	$517,828	$924,103	Composition Shingle	2023-03-16	2351
01908	Jennifer	Anderson	884 Cedar Circle	33.4314	-112.0992	Historic District	AZ	85003	919-620-1556	919-895-3097	1985-12-11	Married	Very Likely	2014	2011	$453,560	$850,766	Metal	2023-07-28	2769
01909	John	Martinez	537 Cedar Court	33.4994	-112.0404	Downtown Phoenix	AZ	85001	919-296-6846	919-483-6968	1989-04-27	Married	Very Likely	2010	2015	$517,620	$550,931	Metal	2024-12-27	2495
01910	Jennifer	Smith	625 Cedar Avenue	35.0403	-106.5192	Historic District	NM	87001	919-315-9261	919-400-6087	1989-09-21	Divorced	Possible	2015	2006	$462,281	$950,742	Tile	2024-02-04	2090
01911	John	Williams	816 Elm Drive	33.4292	-112.0923	Government District	AZ	85001	919-565-1961	919-317-9236	1977-06-13	Married	Less Likely	2019	2008	$365,225	$1,054,937	Metal	2023-11-02	2563
01912	David	Anderson	405 Spruce Avenue	37.1194	-113.4530	St. George	UT	84790	919-527-8681	919-477-8971	1980-03-19	Married	Possible	2009	2020	$502,043	$1,139,254	Composition Shingle	2023-05-15	2354
01913	Jennifer	Taylor	276 Maple Way	37.1101	-113.4023	Sunset	UT	84791	919-611-4119	919-333-6056	1980-06-02	Divorced	Likely	2012	2018	$368,652	$852,269	Unknown	2023-04-07	1832
01914	Michael	Brown	630 Walnut Way	35.0055	-106.5204	Downtown Albuquerque	NM	87001	919-852-6870	919-627-8393	1988-12-17	Divorced	Less Likely	2009	2004	$465,894	$1,073,020	Tile	2023-08-23	2370
01915	Elizabeth	Wilson	338 Birch Lane	35.0642	-106.5296	Historic District	NM	87001	919-801-4805	919-342-8429	1988-01-18	Married	Unlikely	2020	2016	$510,778	$636,358	Metal	2024-08-13	2333
01916	Patricia	Anderson	437 Poplar Avenue	37.1023	-113.4625	Dixie Downs	UT	84791	919-711-3895	919-921-2194	1975-02-28	Married	Less Likely	2019	1995	$475,293	$514,852	Unknown	2023-01-26	2627
01917	John	Williams	836 Walnut Way	33.4062	-112.0656	Downtown Phoenix	AZ	85001	919-697-3925	919-594-2891	1969-07-25	Married	Possible	2013	2009	$382,479	$637,189	Metal	2023-10-12	2416
01918	John	Wilson	239 Maple Drive	33.4807	-112.0885	Roosevelt	AZ	85002	919-159-4844	919-530-3887	1985-03-30	Divorced	Unlikely	2019	1992	$364,008	$621,904	Metal	2023-09-30	2756
01919	David	Wilson	328 Elm Court	33.4855	-112.0392	Historic District	AZ	85003	919-690-7843	919-523-1601	1981-12-30	Divorced	Less Likely	2019	2004	$414,752	$611,767	Unknown	2024-01-12	2421
01920	Elizabeth	Miller	454 Oak Street	37.1022	-113.4841	St. George	UT	84790	919-872-9113	919-385-8753	1974-07-28	Single	Possible	2020	2019	$409,508	$923,384	Composition Shingle	2023-06-10	2138
01921	William	Martinez	306 Oak Road	37.1914	-113.4616	St. George	UT	84791	919-783-1189	919-260-6325	1967-06-07	Single	Unlikely	2010	2018	$469,192	$309,901	Composition Shingle	2023-04-04	2747
01922	Mary	Martinez	514 Spruce Court	33.4872	-112.0876	Central City	AZ	85003	919-324-2259	919-935-6906	1980-07-03	Married	Less Likely	2020	2010	$438,480	$408,382	Tile	2023-09-14	2228
01923	Jennifer	Taylor	322 Maple Circle	35.0664	-106.5607	University Area	NM	87002	919-214-9469	919-601-4169	1967-04-26	Widowed	Very Likely	2019	2009	$410,279	$966,025	Metal	2023-04-09	2369
01924	David	Williams	207 Oak Road	33.4993	-112.0352	Central Phoenix	AZ	85002	919-968-6638	919-493-5856	1976-11-21	Divorced	Likely	2019	2011	$424,937	$584,012	Unknown	2023-10-21	2486
01925	Susan	Wilson	226 Elm Court	35.0329	-106.5146	Downtown Albuquerque	NM	87001	919-685-4186	919-970-7111	1969-08-22	Single	Less Likely	2013	2008	$434,754	$1,069,947	Tile	2023-10-29	2002
01926	Mary	Johnson	926 Pine Way	35.0573	-106.5573	Old Town	NM	87001	919-642-7043	919-289-7855	1972-03-29	Divorced	Less Likely	2015	2017	$509,933	$1,016,752	Composition Shingle	2024-08-21	2637
01927	Michael	Taylor	436 Maple Drive	35.0991	-106.5234	University Area	NM	87002	919-264-1396	919-342-2878	1967-03-14	Single	Unlikely	2017	2020	$479,274	$1,055,297	Composition Shingle	2024-11-04	2563
01928	Mary	Taylor	286 Elm Court	37.1005	-113.4563	St. George	UT	84790	919-530-2093	919-670-3642	1984-12-23	Widowed	Unlikely	2017	2009	$437,278	$344,070	Tile	2024-05-13	2085
01929	John	Martinez	154 Pine Drive	33.4674	-112.0094	Downtown Phoenix	AZ	85001	919-224-3224	919-572-8524	1988-08-29	Widowed	Less Likely	2010	1993	$419,507	$1,030,837	Composition Shingle	2023-09-27	2449
01930	Elizabeth	Smith	702 Hickory Road	37.1747	-113.4723	Historic District	UT	84790	919-423-6331	919-222-9763	1990-04-19	Divorced	Possible	2012	1996	$506,387	$1,145,649	Composition Shingle	2024-10-04	1949
01931	Robert	Williams	894 Maple Avenue	33.4810	-112.0839	Roosevelt	AZ	85002	919-790-6796	919-183-7487	1965-07-13	Divorced	Very Likely	2011	2009	$375,579	$348,056	Unknown	2024-05-30	2185
01932	Susan	Johnson	375 Hickory Road	37.1198	-113.5000	St. George	UT	84791	919-449-2612	919-747-2706	1968-06-06	Widowed	Very Likely	2014	1992	$419,195	$675,521	Metal	2024-10-10	2732
01933	Patricia	Anderson	837 Cedar Avenue	33.4868	-112.0836	Central Phoenix	AZ	85002	919-984-2337	919-647-7462	1978-07-07	Widowed	Possible	2018	2018	$483,294	$676,693	Metal	2024-02-09	2329
01934	Elizabeth	Johnson	114 Walnut Lane	33.4867	-112.0651	Garfield	AZ	85002	919-650-1531	919-590-7888	1967-02-11	Divorced	Unlikely	2015	2001	$379,208	$757,729	Unknown	2024-09-07	2341
01935	Elizabeth	Miller	356 Elm Street	35.0069	-106.5706	Downtown Albuquerque	NM	87001	919-999-6140	919-101-1988	1961-12-21	Widowed	Likely	2009	2020	$365,876	$1,009,309	Metal	2023-08-02	2587
01936	Elizabeth	Smith	745 Walnut Circle	33.4944	-112.0522	Downtown Phoenix	AZ	85001	919-720-1330	919-700-6193	1972-05-17	Widowed	Very Likely	2015	2004	$481,882	$974,829	Composition Shingle	2023-09-05	2507
01937	William	Anderson	426 Hickory Lane	33.4413	-112.0166	Central Business District	AZ	85001	919-183-7619	919-760-3876	1968-01-24	Widowed	Possible	2020	1992	$476,730	$834,693	Tile	2024-06-19	2571
01938	David	Miller	309 Poplar Lane	33.4170	-112.0683	Central Business District	AZ	85001	919-112-4899	919-375-9299	1964-10-17	Married	Very Likely	2018	1997	$364,037	$1,101,680	Composition Shingle	2024-12-26	1906
01939	Elizabeth	Anderson	859 Cedar Street	35.0693	-106.5241	University Area	NM	87002	919-120-6324	919-431-3576	1960-11-12	Widowed	Unlikely	2017	2008	$505,961	$1,158,541	Tile	2023-11-04	2096
01940	William	Anderson	245 Cedar Street	35.0140	-106.5119	University Area	NM	87002	919-755-1443	919-884-8400	1978-09-05	Widowed	Less Likely	2014	2012	$427,226	$1,190,890	Composition Shingle	2024-10-23	2398
01941	Mary	Taylor	916 Poplar Drive	37.1212	-113.4083	St. George	UT	84790	919-443-2977	919-376-2362	1964-09-27	Married	Likely	2014	2003	$467,352	$571,849	Metal	2024-11-14	2765
01942	Elizabeth	Brown	167 Oak Road	37.1143	-113.4194	St. George	UT	84791	919-569-3798	919-686-8517	1963-10-01	Widowed	Likely	2016	2001	$463,206	$1,085,376	Composition Shingle	2024-08-16	1943
01943	David	Brown	278 Maple Street	33.4742	-112.0396	Roosevelt	AZ	85002	919-600-4280	919-854-6107	1978-01-16	Widowed	Less Likely	2020	2008	$470,182	$847,627	Metal	2024-06-04	2438
01944	Michael	Brown	671 Pine Way	33.4429	-112.0019	Downtown Phoenix	AZ	85001	919-730-8841	919-213-4091	1988-05-04	Divorced	Likely	2011	2005	$482,012	$1,086,316	Unknown	2023-06-07	1838
01945	Michael	Wilson	568 Spruce Street	37.1633	-113.4168	St. George	UT	84790	919-758-8377	919-535-3002	1969-10-07	Widowed	Likely	2017	1994	$385,074	$952,438	Metal	2024-08-17	2785
01946	Mary	Martinez	361 Birch Circle	33.4355	-112.0339	Downtown Phoenix	AZ	85001	919-423-6070	919-909-6210	1980-06-06	Married	Very Likely	2019	2005	$378,741	$1,176,414	Tile	2024-02-11	2309
01947	Patricia	Anderson	642 Walnut Road	33.4034	-112.0712	Historic District	AZ	85003	919-498-7056	919-232-1544	1984-02-04	Single	Likely	2009	1998	$469,895	$444,267	Unknown	2023-05-15	2158
01948	William	Wilson	388 Maple Way	35.0104	-106.5404	Downtown Albuquerque	NM	87001	919-278-1503	919-976-8343	1977-10-14	Widowed	Likely	2008	2002	$499,701	$474,659	Composition Shingle	2023-01-02	1970
01949	Michael	Johnson	547 Pine Way	35.0120	-106.5989	Historic District	NM	87001	919-461-8063	919-738-4353	1969-11-22	Single	Likely	2008	1990	$489,703	$531,832	Unknown	2024-10-25	2480
01950	William	Johnson	152 Pine Street	37.1285	-113.4638	Sunset	UT	84791	919-890-7983	919-850-1972	1961-12-03	Single	Likely	2020	2002	$392,641	$857,846	Composition Shingle	2023-12-21	2145
01951	David	Anderson	995 Pine Avenue	35.0168	-106.5365	University Area	NM	87002	919-542-9156	919-941-8708	1973-05-02	Single	Unlikely	2020	2009	$443,768	$772,046	Metal	2024-05-21	2123
01952	William	Martinez	984 Hickory Drive	37.1433	-113.4262	Historic District	UT	84790	919-749-7281	919-634-4920	1986-09-21	Divorced	Possible	2008	1994	$445,684	$617,281	Metal	2023-04-10	2799
01953	John	Brown	276 Oak Circle	33.4217	-112.0522	Garfield	AZ	85002	919-506-5181	919-596-9952	1961-09-13	Married	Likely	2014	2008	$353,510	$624,732	Unknown	2023-07-28	2178
01954	John	Wilson	747 Birch Lane	37.1116	-113.4190	St. George	UT	84791	919-410-3949	919-958-5232	1972-05-20	Divorced	Very Likely	2017	2014	$403,167	$540,237	Metal	2023-04-10	1944
01955	Mary	Martinez	874 Oak Court	35.0819	-106.5223	Historic District	NM	87001	919-479-3364	919-653-9653	1990-02-24	Widowed	Less Likely	2019	2019	$401,961	$739,642	Unknown	2024-07-21	2293
01956	David	Williams	517 Poplar Lane	33.4621	-112.0513	Downtown Phoenix	AZ	85001	919-541-8966	919-421-3322	1968-07-07	Widowed	Unlikely	2018	2014	$507,145	$1,097,394	Composition Shingle	2024-08-29	2125
01957	Jennifer	Anderson	909 Cedar Drive	33.4710	-112.0297	Central Business District	AZ	85001	919-623-5782	919-235-1978	1981-07-11	Married	Less Likely	2013	2003	$499,203	$838,064	Metal	2023-01-16	1972
01958	Robert	Miller	994 Walnut Street	37.1551	-113.4409	St. George	UT	84790	919-262-2109	919-343-3106	1966-01-28	Single	Less Likely	2009	2014	$366,211	$877,852	Metal	2024-02-03	2733
